Id,Straatnaam,Huisnummer,Huisletter,Huisnummertoevoeging,Postcode,Woonplaatsnaam,Statusadres,Gebruiksdoelwoonfunctie,Afvalwijzerinstructie,Afvalwijzerbasisroutetypeid,Afvalwijzerroutenaam,Afvalwijzerperxweken,Afvalwijzerbuitenzettenvanaftot,Afvalwijzerbuitenzettenvanaf,Afvalwijzerbuitenzettentot,Afvalwijzerafvalkalenderopmerking,Afvalwijzerafvalkalenderfrequentie,Afvalwijzerfractienaam,Afvalwijzerfractiecode,Afvalwijzerroutetypenaam,Afvalwijzerophaaldagen,Afvalwijzerafvalkalendermelding,Afvalwijzerafvalkalendervan,Afvalwijzerafvalkalendertot,Afvalwijzerbasisroutetype,Afvalwijzerbasisroutetypeomschrijving,Afvalwijzerbasisroutetypecode,Afvalwijzergeometrie,Afvalwijzerinstructie2,Afvalwijzerophaaldagen2,Afvalwijzerwaar,Afvalwijzerbuitenzetten,Afvalwijzerbuttontekst,Afvalwijzerurl,Bagnummeraanduidingid,Gbdbuurtid,Gbdbuurtcode,Afvalwijzerinzamelgebiednaam,Afvalwijzerinzamelgebiedcode
0363200000006723~Grof,Eerste Bloemdwarsstraat,3,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120557 487527),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006723,03630980000031,AB07,Centrum-West,GA01
0363200000006723~Papier,Eerste Bloemdwarsstraat,3,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120557 487527),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006723,03630980000031,AB07,,
0363200000006723~Plastic,Eerste Bloemdwarsstraat,3,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120557 487527),Bij het restafval,,,,,,0363200000006723,03630980000031,AB07,,
0363200000006723~Rest,Eerste Bloemdwarsstraat,3,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120557 487527),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006723,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006723~Textiel,Eerste Bloemdwarsstraat,3,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120557 487527),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006723,03630980000031,AB07,,
0363200000006724~Glas,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120557 487527),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006724,03630980000031,AB07,,
"0363200000006724~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120557 487527),Bij het restafval,,,,,,0363200000006724,03630980000031,AB07,Centrum-West,GA01
0363200000006724~Grof,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120557 487527),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006724,03630980000031,AB07,Centrum-West,GA01
0363200000006724~Papier,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120557 487527),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006724,03630980000031,AB07,,
0363200000006724~Plastic,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120557 487527),Bij het restafval,,,,,,0363200000006724,03630980000031,AB07,,
0363200000006724~Rest,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120557 487527),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006724,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006724~Textiel,Eerste Bloemdwarsstraat,3,,2,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120557 487527),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006724,03630980000031,AB07,,
0363200000006737~Glas,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006737,03630980000031,AB07,,
"0363200000006737~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120552 487508),Bij het restafval,,,,,,0363200000006737,03630980000031,AB07,Centrum-West,GA01
0363200000006737~Grof,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120552 487508),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006737,03630980000031,AB07,Centrum-West,GA01
0363200000006737~Papier,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006737,03630980000031,AB07,,
0363200000006737~Plastic,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120552 487508),Bij het restafval,,,,,,0363200000006737,03630980000031,AB07,,
0363200000006737~Rest,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120552 487508),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006737,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006737~Textiel,Eerste Bloemdwarsstraat,8,,H,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006737,03630980000031,AB07,,
0363200000006738~Glas,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006738,03630980000031,AB07,,
"0363200000006738~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120552 487508),Bij het restafval,,,,,,0363200000006738,03630980000031,AB07,Centrum-West,GA01
0363200000006738~Grof,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120552 487508),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006738,03630980000031,AB07,Centrum-West,GA01
0363200000006738~Papier,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006738,03630980000031,AB07,,
0363200000006738~Plastic,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120552 487508),Bij het restafval,,,,,,0363200000006738,03630980000031,AB07,,
0363200000006738~Rest,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120552 487508),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006738,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006738~Textiel,Eerste Bloemdwarsstraat,8,,1,1016KS,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120552 487508),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006738,03630980000031,AB07,,
0363200000006739~Glas,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006739,03630980000031,AB07,,
"0363200000006739~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120562 487513),Bij het restafval,,,,,,0363200000006739,03630980000031,AB07,Centrum-West,GA01
0363200000006739~Grof,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120562 487513),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006739,03630980000031,AB07,Centrum-West,GA01
0363200000006739~Papier,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006739,03630980000031,AB07,,
0363200000006739~Plastic,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120562 487513),Bij het restafval,,,,,,0363200000006739,03630980000031,AB07,,
0363200000006739~Rest,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120562 487513),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006739,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006739~Textiel,Eerste Bloemdwarsstraat,9,,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006739,03630980000031,AB07,,
0363200000006740~Glas,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006740,03630980000031,AB07,,
"0363200000006740~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120562 487513),Bij het restafval,,,,,,0363200000006740,03630980000031,AB07,Centrum-West,GA01
0363200000006740~Grof,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120562 487513),of bel 14020,,,,Maak een afspraak,https://formulieren.amsterdam.nl/TriplEforms/Directregelen/formulier/nl-NL/evAmsterdam/grofafval.aspx,0363200000006740,03630980000031,AB07,Centrum-West,GA01
0363200000006740~Papier,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006740,03630980000031,AB07,,
0363200000006740~Plastic,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120562 487513),Bij het restafval,,,,,,0363200000006740,03630980000031,AB07,,
0363200000006740~Rest,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120562 487513),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006740,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006740~Textiel,Eerste Bloemdwarsstraat,9,,1,1016KR,Amsterdam,Verblijfsobject in gebruik,True,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120562 487513),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006740,03630980000031,AB07,,
0363200000006741~Glas,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120554 487504),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006741,03630980000031,AB07,,
"0363200000006741~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120554 487504),Bij het restafval,,,,,,0363200000006741,03630980000031,AB07,Centrum-West,GA01
0363200000006741~Grof,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120554 487504),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006741,03630980000031,AB07,Centrum-West,GA01
0363200000006741~Papier,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120554 487504),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006741,03630980000031,AB07,,
0363200000006741~Plastic,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120554 487504),Bij het restafval,,,,,,0363200000006741,03630980000031,AB07,,
0363200000006741~Rest,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284451,Rest_Centrum_Dinsdagenvrijdag_Dinsdagenvrijdagvanaf06.00,1,Tussen 06.00 en 07.30 uur,Tussen 06.00,en 07.30 uur,,,Rest,Rest,Zakken Route,"dinsdag, vrijdag",,,,Inzamelgebied,Zakken Route,ZAKKENRT,SRID=28992;POINT (120554 487504),In vuilniszak,"dinsdag, vrijdag",Aan de rand van de stoep of op de vaste plek,Tussen 06.00 en 07.30 uur,,,0363200000006741,03630980000031,AB07,A-Centrum-Stedelijke_Inzameling-F-313 (Jordaan oa),F-313
0363200000006741~Textiel,Eerste Bloemdwarsstraat,10,,,1016KS,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Textiel,Textiel,,,,,,,,,SRID=28992;POINT (120554 487504),In de container voor textiel,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006741,03630980000031,AB07,,
0363200000006743~Glas,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Glas,Glas,,,,,,,,,SRID=28992;POINT (120573 487482),In de container voor glas,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006743,03630980000031,AB07,,
"0363200000006743~Groente, Fruit en Tuin Afval",Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320284952,Gfe/t_bij_rest-Ophalen-Korf(CentrumENWestpoort),1,,,,"Tuinafval dat niet in een vuilniszak past, mag u als grof afval weg doen",,"Groente, Fruit en Tuin Afval",GFT,Bij het restafval,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag, zondag","Kerstbomen kun je van 2 t/m 13 januari kwijt op een <a href=""https://kaart.amsterdam.nl/ophaalpunten-kerstbomen-2023"">inleverplek in de buurt</a>",2022-12-31T23:00:00,2023-01-13T23:00:00,Verzamelcontainers,Routetypecoce gecreerd om daar waar GFT niet met bak of verzamelcontainer wordt ingezemeld toch aan een planning te koppelen zodat we opmerkingen en alerts kunnen plaatsen,BIJREST,SRID=28992;POINT (120573 487482),Bij het restafval,,,,,,0363200000006743,03630980000031,AB07,Centrum-West,GA01
0363200000006743~Grof,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,44473046320283650,GA_Centrum_Opafspraak,1,,,,"Of breng het naar <a href=""https://kaart.amsterdam.nl/afvalpunten"">een Afvalpunt</a>",,Grof,GA,Grofvuil Route op afspraak,"maandag, dinsdag, woensdag, donderdag, vrijdag, zaterdag",,,,Grof_afval,Grofvuil Route op afspraak,GROFAFSPR,SRID=28992;POINT (120573 487482),U kunt uw grof afval wegbrengen naar een Afvalpunt of laten ophalen door een bedrijf,,,,,https://kaart.amsterdam.nl/afvalpunten,0363200000006743,03630980000031,AB07,Centrum-West,GA01
0363200000006743~Papier,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Papier,Papier,,,,,,,,,SRID=28992;POINT (120573 487482),In de container voor papier,,Kaart met containers in de buurt,,,https://kaart.amsterdam.nl/afvalcontainers,0363200000006743,03630980000031,AB07,,
0363200000006743~Plastic,Eerste Bloemdwarsstraat,13,A,H,1016KR,Amsterdam,Verblijfsobject in gebruik,False,,,,,,,,,,Plastic,Plastic,,,,,,,,,SRID=28992;POINT (120573 487482),Bij het restafval,,,,,,0363200000006743,03630980000031,AB07,,
